area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	090:LISA REMMER	091:NANCY PELOSI
PCT7831	ED	882	233	0	0	0	4	229	12	217
PCT7831	MV	882	544	0	0	0	19	525	29	496
PCT7832	ED	780	187	0	0	0	9	178	14	164
PCT7832	MV	780	487	0	0	0	17	470	27	443
PCT7833	ED	747	230	0	0	0	10	220	12	208
PCT7833	MV	747	412	0	0	0	14	398	22	376
PCT7834	ED	867	276	0	0	0	15	261	21	240
PCT7834	MV	867	438	0	0	0	22	416	12	404
PCT7835	ED	847	209	0	0	0	8	201	23	178
PCT7835	MV	847	505	1	0	1	14	489	45	444
PCT7836	ED	1023	259	0	0	0	9	250	29	221
PCT7836	MV	1023	623	0	0	0	20	603	65	538
PCT7837	ED	911	259	0	0	1	5	253	19	234
PCT7837	MV	911	509	2	0	0	13	494	40	454
PCT7838	ED	926	239	0	0	0	11	228	15	213
PCT7838	MV	926	545	0	0	0	25	520	38	482
PCT7839	ED	842	205	0	0	0	15	190	12	178
PCT7839	MV	842	515	0	0	0	10	505	42	463
PCT7841	ED	937	290	0	0	1	16	273	10	263
PCT7841	MV	937	526	0	0	0	14	512	34	478
PCT7842	ED	903	283	0	0	0	17	266	12	254
PCT7842	MV	903	434	0	0	0	17	417	35	382
PCT7843	ED	767	231	0	0	0	12	219	13	206
PCT7843	MV	767	380	0	0	0	13	367	23	344
PCT7844	ED	663	196	0	0	0	12	184	13	171
PCT7844	MV	663	329	0	0	0	19	310	27	283
PCT7845	ED	849	241	0	0	0	7	234	27	207
PCT7845	MV	849	469	0	0	0	5	464	27	437
PCT7846	ED	904	259	0	0	0	9	250	26	224
PCT7846	MV	904	509	0	0	0	19	490	48	442
PCT7847	ED	929	261	0	0	0	14	247	29	218
PCT7847	MV	929	529	0	0	0	16	513	31	482
PCT7848	ED	834	232	0	0	0	12	220	23	197
PCT7848	MV	834	491	0	0	0	10	481	35	446
PCT7849	ED	929	263	0	0	0	11	252	10	242
PCT7849	MV	929	522	0	0	1	13	508	34	474
PCT7851	ED	513	136	0	0	0	9	127	16	111
PCT7851	MV	513	298	0	0	0	17	281	34	247
PCT7852	ED	647	143	0	0	0	3	140	22	118
PCT7852	MV	647	394	0	0	0	20	374	48	326
PCT7853	ED	850	214	0	0	0	9	205	20	185
PCT7853	MV	850	479	0	0	0	15	464	35	429
PCT7854	ED	894	247	0	0	0	7	240	24	216
PCT7854	MV	894	500	0	0	0	14	486	42	444
PCT7855	ED	986	299	0	0	0	8	291	19	272
PCT7855	MV	986	521	0	0	0	22	499	48	451
PCT7856	ED	800	265	0	0	0	5	260	13	247
PCT7856	MV	800	425	0	0	0	17	408	31	377
PCT7857	ED	933	275	0	0	0	15	260	16	244
PCT7857	MV	933	517	0	0	0	22	495	44	451
PCT7858	ED	775	244	0	0	0	16	228	21	207
PCT7858	MV	775	394	0	0	0	26	368	18	350
PCT7859	ED	891	249	0	0	0	9	240	19	221
PCT7859	MV	891	513	0	0	0	12	501	42	459
PCT7861	ED	859	217	0	0	0	8	209	19	190
PCT7861	MV	859	510	0	0	0	26	484	49	435
PCT7862	ED	866	301	0	0	0	10	291	24	267
PCT7862	MV	866	472	0	0	1	13	458	40	418
PCT7863	ED	907	310	0	0	0	20	290	27	263
PCT7863	MV	907	440	0	0	0	16	424	28	396
PCT7864	ED	807	232	0	0	0	8	224	13	211
PCT7864	MV	807	426	0	0	0	12	414	38	376
PCT7865	ED	823	241	0	0	0	13	228	16	212
PCT7865	MV	823	463	0	0	0	21	442	39	403
PCT7866	ED	836	209	0	0	0	5	204	29	175
PCT7866	MV	836	491	0	0	0	18	473	80	393
PCT7867	ED	955	266	0	0	1	8	257	23	234
PCT7867	MV	955	510	0	0	0	15	495	53	442
PCT7868	ED	881	242	0	0	1	11	230	12	218
PCT7868	MV	881	449	1	0	1	13	434	51	383
PCT7869	ED	867	239	0	0	0	7	232	18	214
PCT7869	MV	867	489	0	0	0	16	473	40	433
PCT7871	ED	900	259	0	0	0	14	245	22	223
PCT7871	MV	900	502	2	0	0	18	482	39	443
PCT7872	ED	862	287	0	0	0	7	280	15	265
PCT7872	MV	862	472	0	0	0	18	454	34	420
PCT7873	ED	861	257	0	0	0	9	248	18	230
PCT7873	MV	861	501	0	0	0	11	490	25	465
PCT7874	ED	477	137	0	0	0	4	133	14	119
PCT7874	MV	477	255	1	0	1	10	243	19	224
PCT7875	ED	623	180	0	0	0	11	169	13	156
PCT7875	MV	623	285	0	0	1	11	273	31	242
PCT7876	ED	498	154	10	0	0	9	135	12	123
PCT7876	MV	498	269	0	0	0	15	254	11	243
PCT7901	ED	522	135	0	0	1	11	123	7	116
PCT7901	MV	522	198	0	0	0	11	187	16	171
PCT7902	ED	968	258	0	0	0	19	239	28	211
PCT7902	MV	968	401	0	0	0	17	384	27	357
PCT7903	ED	840	201	0	0	0	14	187	15	172
PCT7903	MV	840	350	0	0	0	22	328	29	299
PCT7904	ED	877	210	0	0	0	18	192	16	176
PCT7904	MV	877	403	0	0	0	22	381	35	346
PCT7905	ED	851	253	0	0	0	11	242	22	220
PCT7905	MV	851	409	1	0	0	10	398	35	363
PCT7906	ED	787	244	0	0	0	14	230	12	218
PCT7906	MV	787	335	0	0	0	11	324	13	311
PCT7907	ED	950	278	0	0	0	17	261	14	247
PCT7907	MV	950	425	0	0	0	27	398	19	379
PCT7908	ED	949	283	0	0	0	27	256	24	232
PCT7908	MV	949	408	0	0	1	29	378	39	339
PCT7909	ED	733	251	0	0	0	14	237	18	219
PCT7909	MV	733	303	0	0	0	14	289	17	272
PCT7911	ED	860	244	0	0	0	14	230	15	215
PCT7911	MV	860	395	0	0	1	14	380	23	357
PCT7912	ED	1065	290	0	0	0	26	264	17	247
PCT7912	MV	1065	463	0	0	0	25	438	25	413
PCT7913	ED	913	312	0	0	0	19	293	19	274
PCT7913	MV	913	378	0	0	1	20	357	25	332
PCT7914	ED	883	278	0	0	0	23	255	15	240
PCT7914	MV	883	425	0	0	0	26	399	24	375
PCT7915	ED	831	265	0	0	0	13	252	14	238
PCT7915	MV	831	351	0	0	0	20	331	23	308
PCT7916	ED	888	283	0	0	0	26	257	23	234
PCT7916	MV	888	421	0	0	0	16	405	25	380
PCT7917	ED	1015	312	0	0	0	22	290	23	267
PCT7917	MV	1015	428	0	0	0	20	408	28	380
PCT7918	ED	836	253	0	0	0	28	225	10	215
PCT7918	MV	836	379	0	0	0	28	351	17	334
PCT7919	ED	895	308	0	0	0	16	292	16	276
PCT7919	MV	895	376	0	0	0	19	357	30	327
PCT7921	ED	917	231	0	0	0	26	205	17	188
PCT7921	MV	917	366	0	0	0	21	345	41	304
PCT7922	ED	831	250	0	0	0	26	224	13	211
PCT7922	MV	831	383	0	0	0	21	362	20	342
PCT7923	ED	885	262	0	0	0	17	245	24	221
PCT7923	MV	885	403	0	0	0	19	384	31	353
PCT7924	ED	842	238	0	0	1	22	215	11	204
PCT7924	MV	842	382	0	0	0	17	365	36	329
PCT7925	ED	567	156	0	0	0	9	147	11	136
PCT7925	MV	567	293	0	0	0	16	277	19	258
PCT7926	ED	795	229	0	0	0	9	220	19	201
PCT7926	MV	795	390	0	0	0	20	370	18	352
PCT7927	ED	747	241	0	0	0	13	228	15	213
PCT7927	MV	747	392	0	0	0	13	379	21	358
PCT7928	ED	931	284	0	0	0	11	273	13	260
PCT7928	MV	931	489	0	0	0	22	467	31	436
PCT7929	ED	864	248	0	0	0	14	234	16	218
PCT7929	MV	864	509	1	0	0	15	493	24	469
PCT7931	ED	738	219	0	0	0	10	209	17	192
PCT7931	MV	738	408	0	0	0	11	397	27	370
PCT7932	ED	551	157	1	0	0	9	147	12	135
PCT7932	MV	551	285	0	0	0	12	273	21	252
PCT7933	MV	6	4	0	0	0	0	4	0	4
PCT7934	ED	890	250	0	0	0	19	231	16	215
PCT7934	MV	890	472	0	0	0	20	452	25	427
PCT7935	ED	970	305	0	0	0	17	288	20	268
PCT7935	MV	970	519	0	0	0	24	495	32	463
PCT7936	ED	856	287	0	0	1	19	267	15	252
PCT7936	MV	856	428	0	0	0	19	409	27	382
PCT7937	ED	886	267	0	0	0	19	248	10	238
PCT7937	MV	886	434	0	0	0	14	420	30	390
PCT7938	ED	788	213	0	0	0	17	196	13	183
PCT7938	MV	788	337	0	0	0	21	316	21	295
PCT7939	ED	688	253	0	0	0	8	245	14	231
PCT7939	MV	688	326	0	0	0	14	312	15	297
PCT7941	ED	751	218	0	0	0	7	211	14	197
PCT7941	MV	751	348	0	0	1	11	336	18	318
PCT7942	ED	914	257	1	0	1	9	246	22	224
PCT7942	MV	914	412	0	0	1	31	380	33	347
PCT7943	ED	872	257	4	0	0	14	239	25	214
PCT7943	MV	872	439	0	0	0	26	413	63	350
PCT7944	ED	801	243	0	0	0	21	222	8	214
PCT7944	MV	801	381	0	0	0	6	375	31	344
PCT7945	ED	915	186	0	0	0	10	176	12	164
PCT7945	MV	915	412	0	0	0	19	393	41	352
PCT7946	ED	945	183	0	0	0	10	173	25	148
PCT7946	MV	945	451	0	0	0	25	426	74	352
PCT7947	ED	946	182	0	0	0	15	167	22	145
PCT7947	MV	946	430	0	0	0	34	396	70	326
PCT7948	ED	928	209	0	0	0	13	196	22	174
PCT7948	MV	928	422	0	0	0	22	400	77	323
PCT7949	ED	569	100	0	0	0	6	94	26	68
PCT7949	MV	569	292	0	0	1	19	272	70	202
PCT7951	ED	854	166	0	0	0	15	151	20	131
PCT7951	MV	854	424	0	0	0	22	402	105	297
PCT7952	ED	866	167	0	0	0	14	153	39	114
PCT7952	MV	866	359	0	0	0	24	335	58	277
PCT7953	ED	824	186	2	0	0	13	171	20	151
PCT7953	MV	824	402	0	0	0	13	389	78	311
PCT7955	ED	902	199	0	0	0	10	189	38	151
PCT7955	MV	902	434	0	0	0	23	411	97	314
PCT7956	ED	823	136	0	0	0	12	124	24	100
PCT7956	MV	823	353	0	0	1	24	328	70	258
PCT7957	ED	646	147	0	0	0	7	140	16	124
PCT7957	MV	646	298	0	0	0	16	282	37	245
PCT7958	MV	290	141	0	0	0	9	132	26	106
PCT7959	ED	727	157	0	0	0	13	144	9	135
PCT7959	MV	727	326	0	0	0	24	302	23	279
PCT9101	ED	888	260	0	0	0	7	253	42	211
PCT9101	MV	888	438	0	0	0	23	415	80	335
PCT9102	ED	985	257	0	0	0	11	246	50	196
PCT9102	MV	985	471	0	0	0	20	451	81	370
PCT9103	ED	954	272	0	0	0	10	262	48	214
PCT9103	MV	954	431	0	0	0	17	414	75	339
PCT9104	ED	988	239	0	0	0	18	221	32	189
PCT9104	MV	988	465	0	0	0	15	450	87	363
PCT9105	ED	919	247	0	0	0	14	233	37	196
PCT9105	MV	919	488	0	0	0	23	465	71	394
PCT9106	ED	937	268	1	0	1	9	257	40	217
PCT9106	MV	937	497	0	0	0	31	466	69	397
PCT9107	ED	849	218	0	0	0	8	210	33	177
PCT9107	MV	849	372	0	0	0	17	355	60	295
PCT9108	ED	790	246	0	0	0	13	233	24	209
PCT9108	MV	790	373	1	0	0	11	361	54	307
PCT9109	ED	884	263	0	0	0	16	247	43	204
PCT9109	MV	884	427	0	0	1	20	406	48	358
PCT9111	ED	779	229	0	0	0	9	220	30	190
PCT9111	MV	779	346	0	0	0	22	324	51	273
PCT9112	ED	976	284	0	0	0	11	273	39	234
PCT9112	MV	976	467	0	0	0	20	447	51	396
PCT9113	ED	999	310	0	0	0	14	296	44	252
PCT9113	MV	999	505	0	0	0	15	490	68	422
PCT9114	ED	877	263	0	0	0	14	249	30	219
PCT9114	MV	877	405	0	0	0	16	389	55	334
PCT9115	ED	911	258	0	0	0	13	245	30	215
PCT9115	MV	911	429	0	0	0	26	403	45	358
PCT9116	ED	944	281	1	0	0	7	273	39	234
PCT9116	MV	944	473	0	0	0	19	454	57	397
PCT9117	ED	783	222	0	0	0	3	219	36	183
PCT9117	MV	783	398	0	0	0	13	385	68	317
PCT9118	ED	974	286	0	0	0	11	275	43	232
PCT9118	MV	974	426	0	0	0	24	402	67	335
PCT9119	ED	891	237	0	0	0	15	222	31	191
PCT9119	MV	891	446	0	0	0	20	426	91	335
PCT9121	ED	930	256	0	0	0	15	241	44	197
PCT9121	MV	930	434	0	0	0	20	414	70	344
PCT9122	ED	953	208	0	0	0	12	196	26	170
PCT9122	MV	953	454	0	0	0	18	436	91	345
PCT9123	ED	858	231	0	0	0	7	224	47	177
PCT9123	MV	858	418	0	0	0	13	405	95	310
PCT9124	ED	874	201	0	0	0	8	193	30	163
PCT9124	MV	874	438	0	0	0	29	409	90	319
PCT9125	ED	861	210	0	0	0	12	198	19	179
PCT9125	MV	861	437	0	0	0	13	424	64	360
PCT9126	ED	1015	245	0	0	0	15	230	39	191
PCT9126	MV	1015	533	0	0	0	28	505	109	396
PCT9127	ED	960	269	0	0	0	16	253	40	213
PCT9127	MV	960	498	0	0	0	14	484	78	406
PCT9128	ED	828	248	0	0	0	10	238	27	211
PCT9128	MV	828	412	0	0	0	14	398	69	329
PCT9129	ED	741	243	0	0	0	17	226	34	192
PCT9129	MV	741	348	0	0	0	11	337	41	296
PCT9131	ED	759	192	0	0	0	13	179	22	157
PCT9131	MV	759	403	0	0	0	20	383	69	314
PCT9132	ED	837	248	0	0	0	10	238	28	210
PCT9132	MV	837	371	0	0	0	17	354	43	311
PCT9133	ED	1021	270	0	0	1	18	251	26	225
PCT9133	MV	1021	503	0	0	0	18	485	68	417
PCT9134	ED	893	210	0	0	1	11	198	21	177
PCT9134	MV	893	469	0	0	1	26	442	66	376
PCT9135	ED	808	214	0	0	0	13	201	45	156
PCT9135	MV	808	389	0	0	0	18	371	89	282
PCT9136	ED	929	253	0	0	0	17	236	28	208
PCT9136	MV	929	439	0	0	0	13	426	67	359
PCT9137	ED	1006	259	0	0	0	12	247	52	195
PCT9137	MV	1006	467	0	0	0	32	435	71	364
PCT9138	ED	943	226	1	0	0	13	212	30	182
PCT9138	MV	943	476	1	0	1	21	453	84	369
PCT9139	ED	975	243	0	0	0	7	236	48	188
PCT9139	MV	975	510	0	0	0	25	485	125	360
PCT9141	ED	953	251	0	0	0	14	237	39	198
PCT9141	MV	953	477	0	0	0	23	454	85	369
PCT9142	ED	966	275	0	0	0	11	264	34	230
PCT9142	MV	966	459	0	0	0	19	440	50	390
PCT9143	ED	920	251	0	0	0	11	240	30	210
PCT9143	MV	920	463	0	0	0	20	443	99	344
PCT9144	ED	962	291	0	0	0	10	281	37	244
PCT9144	MV	962	482	0	0	0	21	461	86	375
PCT9145	ED	861	249	1	0	0	11	237	40	197
PCT9145	MV	861	423	0	0	0	18	405	65	340
PCT9146	ED	885	245	0	0	0	16	229	31	198
PCT9146	MV	885	464	0	0	0	22	442	58	384
PCT9147	ED	971	280	0	0	0	23	257	28	229
PCT9147	MV	971	492	0	0	0	19	473	69	404
PCT9148	ED	1034	322	0	0	0	10	312	46	266
PCT9148	MV	1034	513	0	0	0	14	499	57	442
PCT9149	ED	948	263	0	0	0	6	257	27	230
PCT9149	MV	948	478	0	0	0	16	462	62	400
PCT9151	ED	872	226	0	0	0	9	217	30	187
PCT9151	MV	872	418	0	0	0	13	405	48	357
PCT9152	ED	721	269	0	0	0	13	256	24	232
PCT9152	MV	721	279	0	0	0	9	270	39	231
PCT9201	ED	1004	298	0	0	0	7	291	39	252
PCT9201	MV	1004	475	0	0	0	18	457	55	402
PCT9202	ED	971	294	0	0	0	8	286	40	246
PCT9202	MV	971	426	0	0	0	7	419	55	364
PCT9203	ED	1002	239	0	0	0	6	233	70	163
PCT9203	MV	1002	536	0	0	0	13	523	150	373
PCT9204	ED	873	273	0	0	0	11	262	76	186
PCT9204	MV	873	393	0	0	0	12	381	111	270
PCT9205	ED	728	208	0	0	0	8	200	45	155
PCT9205	MV	728	376	0	0	0	8	368	57	311
PCT9206	ED	931	246	0	0	0	4	242	81	161
PCT9206	MV	931	479	0	0	0	15	464	136	328
PCT9207	ED	981	261	0	0	1	7	253	66	187
PCT9207	MV	981	502	0	0	0	21	481	110	371
PCT9208	ED	1002	286	0	0	0	11	275	55	220
PCT9208	MV	1002	491	0	0	1	16	474	104	370
PCT9209	ED	711	244	0	0	0	6	238	54	184
PCT9209	MV	711	327	0	0	0	8	319	72	247
PCT9211	ED	889	234	0	0	0	12	222	41	181
PCT9211	MV	889	432	0	0	0	9	423	87	336
PCT9212	ED	803	233	0	0	0	6	227	44	183
PCT9212	MV	803	400	0	0	0	6	394	74	320
PCT9213	ED	951	264	0	0	0	12	252	52	200
PCT9213	MV	951	507	0	0	0	17	490	86	404
PCT9214	ED	640	166	0	0	0	6	160	41	119
PCT9214	MV	640	334	0	0	0	11	323	78	245
PCT9215	ED	652	192	0	0	0	7	185	49	136
PCT9215	MV	652	327	0	0	0	13	314	59	255
PCT9216	ED	845	245	0	0	0	7	238	46	192
PCT9216	MV	845	379	0	0	0	11	368	81	287
PCT9217	ED	698	193	0	0	0	4	189	44	145
PCT9217	MV	698	349	0	0	0	11	338	81	257
PCT9218	ED	841	247	0	0	0	6	241	47	194
PCT9218	MV	841	412	0	0	0	17	395	95	300
PCT9219	ED	802	240	0	0	0	12	228	35	193
PCT9219	MV	802	399	0	0	0	8	391	70	321
PCT9221	ED	651	145	0	0	0	2	143	37	106
PCT9221	MV	651	399	0	0	0	17	382	115	267
PCT9222	ED	883	248	0	0	0	17	231	46	185
PCT9222	MV	883	449	0	0	1	8	440	104	336
PCT9223	ED	638	160	0	0	0	7	153	32	121
PCT9223	MV	638	338	0	0	0	9	329	73	256
PCT9224	ED	960	262	0	0	0	7	255	70	185
PCT9224	MV	960	506	0	0	0	18	488	111	377
PCT9225	ED	958	296	0	0	0	11	285	66	219
PCT9225	MV	958	469	0	0	0	15	454	86	368
PCT9226	ED	926	270	0	0	0	15	255	64	191
PCT9226	MV	926	486	0	0	0	13	473	98	375
PCT9227	ED	738	188	0	0	0	7	181	42	139
PCT9227	MV	738	404	0	0	0	12	392	86	306
PCT9228	ED	747	189	0	0	0	12	177	37	140
PCT9228	MV	747	424	0	0	0	11	413	100	313
PCT9229	ED	598	162	0	0	0	5	157	29	128
PCT9229	MV	598	316	0	0	0	11	305	58	247
PCT9231	ED	953	313	0	0	0	11	302	30	272
PCT9231	MV	953	488	0	0	0	20	468	62	406
PCT9232	ED	735	212	0	0	0	6	206	41	165
PCT9232	MV	735	396	0	0	0	13	383	64	319
PCT9233	ED	793	208	0	0	0	3	205	37	168
PCT9233	MV	793	434	0	0	0	12	422	109	313
PCT9234	ED	746	187	0	0	0	4	183	37	146
PCT9234	MV	746	438	0	0	0	12	426	94	332
PCT9235	ED	884	239	0	0	0	6	233	42	191
PCT9235	MV	884	488	0	0	0	13	475	115	360
PCT9236	ED	683	200	0	0	0	4	196	40	156
PCT9236	MV	683	358	0	0	0	11	347	53	294
PCT9237	ED	936	225	0	0	0	7	218	42	176
PCT9237	MV	936	539	0	0	0	10	529	86	443
PCT9238	ED	842	230	0	0	0	11	219	51	168
PCT9238	MV	842	456	0	0	0	19	437	109	328
PCT9239	ED	881	198	0	0	0	7	191	37	154
PCT9239	MV	881	499	0	0	0	17	482	91	391
PCT9241	ED	1005	254	0	0	0	12	242	44	198
PCT9241	MV	1005	578	0	0	1	12	565	95	470
PCT9242	ED	972	276	0	0	0	10	266	58	208
PCT9242	MV	972	513	0	0	0	11	502	93	409
PCT9243	ED	594	191	0	0	1	7	183	27	156
PCT9243	MV	594	307	0	0	0	11	296	35	261
PCT9244	ED	903	254	0	0	0	4	250	37	213
PCT9244	MV	903	485	0	0	0	18	467	50	417
PCT9245	ED	742	208	0	0	0	4	204	28	176
PCT9245	MV	742	375	0	0	0	11	364	42	322
PCT9246	ED	929	254	0	0	0	11	243	36	207
PCT9246	MV	929	528	0	0	0	11	517	81	436
PCT9247	ED	927	263	0	0	0	5	258	49	209
PCT9247	MV	927	515	0	0	0	13	502	88	414
PCT9248	ED	907	257	0	0	0	8	249	35	214
PCT9248	MV	907	485	0	0	1	10	474	58	416
PCT9249	ED	917	271	0	0	0	8	263	34	229
PCT9249	MV	917	494	0	0	0	13	481	80	401
PCT9251	ED	995	286	0	0	0	11	275	39	236
PCT9251	MV	995	530	0	0	0	10	520	84	436
PCT9252	ED	944	218	0	0	0	4	214	37	177
PCT9252	MV	944	550	0	0	1	13	536	94	442
PCT9253	ED	772	187	0	0	0	13	174	33	141
PCT9253	MV	772	397	0	0	0	12	385	64	321
PCT9254	ED	935	230	0	0	0	10	220	25	195
PCT9254	MV	935	538	0	0	0	16	522	66	456
PCT9255	ED	553	182	0	0	0	10	172	20	152
PCT9255	MV	553	263	0	0	0	7	256	23	233
PCT9256	ED	474	128	0	0	0	6	122	12	110
PCT9256	MV	474	233	0	0	0	8	225	21	204
PCT9257	MV	321	235	0	0	0	9	226	14	212
PCT9258	ED	712	192	0	0	0	5	187	19	168
PCT9258	MV	712	373	0	0	0	8	365	53	312
PCT9401	ED	1012	293	0	0	0	14	279	19	260
PCT9401	MV	1012	483	0	0	1	21	461	58	403
PCT9402	ED	977	288	0	0	0	16	272	28	244
PCT9402	MV	977	458	0	0	0	20	438	59	379
PCT9403	ED	897	239	0	0	0	13	226	27	199
PCT9403	MV	897	419	0	0	0	18	401	71	330
PCT9404	ED	930	200	0	0	0	13	187	24	163
PCT9404	MV	930	462	0	0	0	19	443	88	355
PCT9405	ED	786	210	0	0	0	8	202	45	157
PCT9405	MV	786	364	0	0	0	16	348	62	286
PCT9406	ED	868	244	0	0	1	15	228	46	182
PCT9406	MV	868	421	0	0	1	22	398	62	336
PCT9407	ED	889	253	0	0	0	15	238	37	201
PCT9407	MV	889	409	0	0	0	19	390	74	316
PCT9408	ED	886	265	0	0	0	16	249	34	215
PCT9408	MV	886	415	0	0	0	24	391	46	345
PCT9409	ED	590	201	0	0	0	10	191	13	178
PCT9409	MV	590	252	0	0	0	14	238	37	201
PCT9411	ED	956	270	0	0	0	15	255	23	232
PCT9411	MV	956	430	0	0	0	27	403	48	355
PCT9412	ED	848	245	0	0	0	14	231	30	201
PCT9412	MV	848	380	0	0	1	27	352	59	293
PCT9413	ED	894	229	0	0	0	16	213	30	183
PCT9413	MV	894	461	0	0	0	19	442	85	357
PCT9414	ED	916	216	0	0	0	12	204	38	166
PCT9414	MV	916	463	0	0	0	16	447	79	368
PCT9415	ED	784	187	0	0	0	11	176	33	143
PCT9415	MV	784	391	0	0	0	26	365	81	284
PCT9416	ED	1008	280	1	0	0	17	262	36	226
PCT9416	MV	1008	480	1	0	0	20	459	68	391
PCT9417	ED	752	175	0	0	0	15	160	27	133
PCT9417	MV	752	402	0	0	0	24	378	84	294
PCT9418	ED	790	211	0	0	0	11	200	44	156
PCT9418	MV	790	376	0	0	0	17	359	89	270
PCT9419	ED	924	222	0	0	1	16	205	49	156
PCT9419	MV	924	468	0	0	0	24	444	116	328
PCT9421	ED	906	237	0	0	0	19	218	46	172
PCT9421	MV	906	446	0	0	0	33	413	99	314
PCT9422	ED	1056	283	0	0	0	17	266	57	209
PCT9422	MV	1056	513	0	0	0	23	490	116	374
PCT9423	ED	889	219	0	0	0	9	210	34	176
PCT9423	MV	889	440	0	0	0	20	420	51	369
PCT9424	ED	952	224	0	0	0	14	210	40	170
PCT9424	MV	952	496	0	0	0	23	473	97	376
PCT9425	ED	933	199	0	0	0	17	182	35	147
PCT9425	MV	933	465	0	0	1	33	431	104	327
PCT9426	ED	823	198	0	0	0	16	182	33	149
PCT9426	MV	823	408	0	0	0	35	373	96	277
PCT9427	ED	948	210	0	0	0	15	195	43	152
PCT9427	MV	948	447	0	0	0	23	424	120	304
PCT9428	ED	961	183	0	0	0	12	171	34	137
PCT9428	MV	961	518	0	0	0	24	494	114	380
PCT9429	ED	899	228	1	0	0	18	209	50	159
PCT9429	MV	899	432	0	0	0	21	411	87	324
PCT9431	ED	973	235	0	0	0	18	217	36	181
PCT9431	MV	973	464	0	0	0	15	449	106	343
PCT9432	ED	945	214	0	0	0	15	199	30	169
PCT9432	MV	945	468	0	0	0	36	432	73	359
PCT9433	ED	945	195	0	0	0	10	185	43	142
PCT9433	MV	945	487	0	0	0	25	462	103	359
PCT9434	ED	979	260	0	0	0	17	243	35	208
PCT9434	MV	979	481	1	0	0	28	452	79	373
PCT9435	ED	969	251	0	0	1	15	235	46	189
PCT9435	MV	969	448	0	0	0	28	420	78	342
PCT9436	ED	1006	231	0	0	0	10	221	42	179
PCT9436	MV	1006	495	0	0	0	25	470	113	357
PCT9437	ED	897	219	0	0	0	20	199	32	167
PCT9437	MV	897	435	0	0	0	19	416	105	311
PCT9438	ED	948	202	0	0	0	18	184	40	144
PCT9438	MV	948	496	0	0	0	16	480	101	379
PCT9439	ED	879	173	0	0	0	8	165	31	134
PCT9439	MV	879	425	0	0	0	33	392	88	304
PCT9441	ED	980	261	0	0	0	23	238	35	203
PCT9441	MV	980	462	0	0	0	22	440	95	345
PCT9442	ED	1008	280	0	0	0	12	268	48	220
PCT9442	MV	1008	461	0	0	0	29	432	93	339
PCT9443	ED	937	219	1	0	0	10	208	36	172
PCT9443	MV	937	442	0	0	0	22	420	77	343
PCT9444	ED	937	190	1	0	0	10	179	40	139
PCT9444	MV	937	442	0	0	1	18	423	107	316
PCT9445	ED	981	230	0	0	0	14	216	43	173
PCT9445	MV	981	493	0	0	1	27	465	90	375
PCT9446	ED	1090	240	0	0	0	12	228	34	194
PCT9446	MV	1090	564	0	0	0	24	540	145	395
PCT9447	ED	906	236	0	0	0	12	224	35	189
PCT9447	MV	906	448	0	0	0	14	434	79	355
PCT9448	ED	909	232	0	0	0	16	216	38	178
PCT9448	MV	909	429	0	0	0	22	407	82	325
PCT9449	ED	830	177	2	0	0	9	166	27	139
PCT9449	MV	830	428	0	0	0	18	410	91	319
PCT9451	ED	420	97	0	0	0	4	93	18	75
PCT9451	MV	420	218	0	0	1	9	208	61	147
PCT9452	ED	840	259	0	0	0	17	242	55	187
PCT9452	MV	840	412	0	0	0	26	386	102	284
PCT9501	MV	148	110	0	0	0	5	105	17	88
PCT9502	MV	245	177	0	0	0	1	176	15	161
PCT9503	ED	729	198	0	0	0	3	195	17	178
PCT9503	MV	729	315	0	0	0	10	305	28	277
PCT9505	ED	784	176	0	0	0	5	171	13	158
PCT9505	MV	784	383	0	0	0	8	375	41	334
PCT9506	ED	766	177	0	0	0	4	173	14	159
PCT9506	MV	766	312	0	0	0	15	297	24	273
PCT9507	ED	766	231	0	0	0	11	220	5	215
PCT9507	MV	766	406	0	0	0	18	388	24	364
PCT9508	ED	798	237	0	0	0	10	227	8	219
PCT9508	MV	798	429	0	0	0	16	413	19	394
PCT9509	ED	759	229	0	0	0	7	222	15	207
PCT9509	MV	759	386	0	0	0	12	374	27	347
PCT9511	ED	622	190	0	0	1	5	184	21	163
PCT9511	MV	622	296	0	0	0	10	286	29	257
PCT9512	ED	809	240	0	0	0	13	227	15	212
PCT9512	MV	809	399	0	0	1	16	382	32	350
PCT9513	ED	902	275	0	0	0	14	261	19	242
PCT9513	MV	902	390	0	0	0	14	376	23	353
PCT9514	ED	928	304	0	0	0	17	287	23	264
PCT9514	MV	928	456	0	0	0	13	443	34	409
PCT9515	ED	705	222	0	0	0	7	215	19	196
PCT9515	MV	705	368	0	0	0	17	351	41	310
PCT9516	ED	866	254	0	0	0	14	240	37	203
PCT9516	MV	866	427	0	0	0	28	399	53	346
PCT9517	ED	801	226	0	0	0	18	208	17	191
PCT9517	MV	801	397	0	0	0	22	375	27	348
PCT9518	ED	802	229	0	0	0	5	224	16	208
PCT9518	MV	802	431	0	0	0	15	416	44	372
PCT9519	ED	910	261	0	0	0	8	253	25	228
PCT9519	MV	910	486	0	0	0	17	469	38	431
PCT9521	ED	939	315	0	0	0	11	304	30	274
